input,recipe_name,output
rice mushroom potato ghee beans egg,Egg Pulao,"### CONTEXT
Ingredients: rice, mushroom, potato, ghee, beans, egg

### ANSWER
<RECIPE_NAME> Egg Pulao
<STEP> Heat ghee in a pot and sauté mushroom until fragrant.
<STEP> Add potato and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add ghee and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with potato.
<END>"
okra brinjal carrot yogurt oil,Okra Curry,"### CONTEXT
Ingredients: okra, brinjal, carrot, yogurt, oil

### ANSWER
<RECIPE_NAME> Okra Curry
<STEP> Heat oil in pan and sauté brinjal until slightly golden.
<STEP> Add carrot and cook until the mixture turns soft.
<STEP> Add okra with yogurt and stir gently to coat.
<STEP> Cook the mixture until okra absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
rice egg raisins beans cashew mushroom,Egg Biryani,"### CONTEXT
Ingredients: rice, egg, raisins, beans, cashew, mushroom

### ANSWER
<RECIPE_NAME> Egg Biryani
<STEP> Heat ghee in a pot and sauté egg until fragrant.
<STEP> Add raisins and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add beans and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with raisins.
<END>"
carrot spinach okra cashew paste mushroom,Spinach Curry,"### CONTEXT
Ingredients: carrot, spinach, okra, cashew paste, mushroom

### ANSWER
<RECIPE_NAME> Spinach Curry
<STEP> Heat oil in pan and sauté spinach until slightly golden.
<STEP> Add okra and cook until the mixture turns soft.
<STEP> Add carrot with cashew paste and stir gently to coat.
<STEP> Cook the mixture until carrot absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
egg butter carrot onion,Egg Fry,"### CONTEXT
Ingredients: egg, butter, carrot, onion

### ANSWER
<RECIPE_NAME> Egg Fry
<STEP> Heat oil in pan and sauté butter until aromatic.
<STEP> Add egg and cook on medium heat until sealed.
<STEP> Add carrot and stir continuously so ingredients combine well.
<STEP> Mix in onion and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with carrot and onion.
<END>"
flour spinach oil onion potato,Potato Paratha,"### CONTEXT
Ingredients: flour, spinach, oil, onion, potato

### ANSWER
<RECIPE_NAME> Potato Paratha
<STEP> Mix flour with spinach and oil until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little onion.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with spinach or yogurt.
<END>"
cauliflower cashew paste cream peas ginger mushroom beans,Cauliflower Curry,"### CONTEXT
Ingredients: cauliflower, cashew paste, cream, peas, ginger, mushroom, beans

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté cashew paste until slightly golden.
<STEP> Add cream and cook until the mixture turns soft.
<STEP> Add cauliflower with peas and stir gently to coat.
<STEP> Cook the mixture until cauliflower absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
flour water spinach ghee yogurt mushroom peas,Spinach Paratha,"### CONTEXT
Ingredients: flour, water, spinach, ghee, yogurt, mushroom, peas

### ANSWER
<RECIPE_NAME> Spinach Paratha
<STEP> Mix flour with water and spinach until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little ghee.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with water or yogurt.
<END>"
peas capsicum ginger spinach,Spinach Curry,"### CONTEXT
Ingredients: peas, capsicum, ginger, spinach

### ANSWER
<RECIPE_NAME> Spinach Curry
<STEP> Heat oil in pan and sauté capsicum until slightly golden.
<STEP> Add ginger and cook until the mixture turns soft.
<STEP> Add peas with spinach and stir gently to coat.
<STEP> Cook the mixture until peas absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
flour oil spinach potato salt,Potato Paratha,"### CONTEXT
Ingredients: flour, oil, spinach, potato, salt

### ANSWER
<RECIPE_NAME> Potato Paratha
<STEP> Mix flour with oil and spinach until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little potato.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with oil or yogurt.
<END>"
mutton onion cauliflower ginger,Mutton Fry,"### CONTEXT
Ingredients: mutton, onion, cauliflower, ginger

### ANSWER
<RECIPE_NAME> Mutton Fry
<STEP> Heat oil in pan and sauté onion until aromatic.
<STEP> Add mutton and cook on medium heat until sealed.
<STEP> Add cauliflower and stir continuously so ingredients combine well.
<STEP> Mix in ginger and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with cauliflower and ginger.
<END>"
rice mint carrot egg,Egg Biryani,"### CONTEXT
Ingredients: rice, mint, carrot, egg

### ANSWER
<RECIPE_NAME> Egg Biryani
<STEP> Heat ghee in a pot and sauté mint until fragrant.
<STEP> Add carrot and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add egg and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with carrot.
<END>"
cauliflower capsicum mushroom peas carrot potato,Potato Fry,"### CONTEXT
Ingredients: cauliflower, capsicum, mushroom, peas, carrot, potato

### ANSWER
<RECIPE_NAME> Potato Fry
<STEP> Heat oil in pan and sauté capsicum until aromatic.
<STEP> Add cauliflower and cook on medium heat until sealed.
<STEP> Add mushroom and stir continuously so ingredients combine well.
<STEP> Mix in peas and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with mushroom and peas.
<END>"
paneer peas butter beans,Paneer Fry,"### CONTEXT
Ingredients: paneer, peas, butter, beans

### ANSWER
<RECIPE_NAME> Paneer Fry
<STEP> Heat oil in pan and sauté peas until aromatic.
<STEP> Add paneer and cook on medium heat until sealed.
<STEP> Add butter and stir continuously so ingredients combine well.
<STEP> Mix in beans and cook until moisture reduces.
<STEP> Add spices according to your liking and toss evenly.
<STEP> Cook until dry and lightly crisp while stirring occasionally.
<STEP> Serve hot with butter and beans.
<END>"
potato okra onion yogurt,Potato Curry,"### CONTEXT
Ingredients: potato, okra, onion, yogurt

### ANSWER
<RECIPE_NAME> Potato Curry
<STEP> Heat oil in pan and sauté okra until slightly golden.
<STEP> Add onion and cook until the mixture turns soft.
<STEP> Add potato with yogurt and stir gently to coat.
<STEP> Cook the mixture until potato absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
peas yogurt capsicum cream oil spinach,Spinach Curry,"### CONTEXT
Ingredients: peas, yogurt, capsicum, cream, oil, spinach

### ANSWER
<RECIPE_NAME> Spinach Curry
<STEP> Heat oil in pan and sauté yogurt until slightly golden.
<STEP> Add capsicum and cook until the mixture turns soft.
<STEP> Add peas with cream and stir gently to coat.
<STEP> Cook the mixture until peas absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
rice mushroom raisins carrot cashew ghee,Mushroom Biryani,"### CONTEXT
Ingredients: rice, mushroom, raisins, carrot, cashew, ghee

### ANSWER
<RECIPE_NAME> Mushroom Biryani
<STEP> Heat ghee in a pot and sauté mushroom until fragrant.
<STEP> Add raisins and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add carrot and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with raisins.
<END>"
rice raisins carrot paneer coriander,Paneer Biryani,"### CONTEXT
Ingredients: rice, raisins, carrot, paneer, coriander

### ANSWER
<RECIPE_NAME> Paneer Biryani
<STEP> Heat ghee in a pot and sauté raisins until fragrant.
<STEP> Add carrot and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add paneer and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with carrot.
<END>"
rice mushroom onion ghee egg beans,Egg Biryani,"### CONTEXT
Ingredients: rice, mushroom, onion, ghee, egg, beans

### ANSWER
<RECIPE_NAME> Egg Biryani
<STEP> Heat ghee in a pot and sauté mushroom until fragrant.
<STEP> Add onion and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add ghee and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with onion.
<END>"
mushroom carrot capsicum tomato ginger,Mushroom Curry,"### CONTEXT
Ingredients: mushroom, carrot, capsicum, tomato, ginger

### ANSWER
<RECIPE_NAME> Mushroom Curry
<STEP> Heat oil in pan and sauté carrot until slightly golden.
<STEP> Add capsicum and cook until the mixture turns soft.
<STEP> Add mushroom with tomato and stir gently to coat.
<STEP> Cook the mixture until mushroom absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
carrot yogurt capsicum cauliflower spinach okra,Cauliflower Curry,"### CONTEXT
Ingredients: carrot, yogurt, capsicum, cauliflower, spinach, okra

### ANSWER
<RECIPE_NAME> Cauliflower Curry
<STEP> Heat oil in pan and sauté yogurt until slightly golden.
<STEP> Add capsicum and cook until the mixture turns soft.
<STEP> Add carrot with cauliflower and stir gently to coat.
<STEP> Cook the mixture until carrot absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
flour water yogurt mushroom spinach ghee,Spinach Paratha,"### CONTEXT
Ingredients: flour, water, yogurt, mushroom, spinach, ghee

### ANSWER
<RECIPE_NAME> Spinach Paratha
<STEP> Mix flour with water and yogurt until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little mushroom.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with water or yogurt.
<END>"
rice ghee potato egg paneer onion cashew,Paneer Pulao,"### CONTEXT
Ingredients: rice, ghee, potato, egg, paneer, onion, cashew

### ANSWER
<RECIPE_NAME> Paneer Pulao
<STEP> Heat ghee in a pot and sauté ghee until fragrant.
<STEP> Add potato and cook gently until slightly soft.
<STEP> Mix rice with rice and stir carefully.
<STEP> Add egg and cook briefly so flavors combine well.
<STEP> Add spices according to your liking and mix evenly.
<STEP> Cover the pot and cook on low flame until rice is fluffy.
<STEP> Rest for few minutes before serving hot with potato.
<END>"
flour onion mushroom yogurt spinach,Spinach Paratha,"### CONTEXT
Ingredients: flour, onion, mushroom, yogurt, spinach

### ANSWER
<RECIPE_NAME> Spinach Paratha
<STEP> Mix flour with onion and mushroom until evenly combined.
<STEP> Knead the mixture well until a soft smooth dough forms.
<STEP> Let the dough rest for some time so it becomes soft.
<STEP> Divide dough into small balls and roll into flat rounds.
<STEP> Cook each round on hot tawa using little yogurt.
<STEP> Flip and cook until both sides develop light brown spots.
<STEP> Serve hot with onion or yogurt.
<END>"
fish mint cream lemon hung curd yogurt butter,Tandoori Fish,"### CONTEXT
Ingredients: fish, mint, cream, lemon, hung curd, yogurt, butter

### ANSWER
<RECIPE_NAME> Tandoori Fish
<STEP> Marinate fish with mint, cream and lemon thoroughly.
<STEP> Coat the mixture well so fish absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated fish rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with mint and lemon.
<END>"
beans onion tomato yogurt,Beans Curry,"### CONTEXT
Ingredients: beans, onion, tomato, yogurt

### ANSWER
<RECIPE_NAME> Beans Curry
<STEP> Heat oil in pan and sauté onion until slightly golden.
<STEP> Add tomato and cook until the mixture turns soft.
<STEP> Add beans with yogurt and stir gently to coat.
<STEP> Cook the mixture until beans absorbs the flavors.
<STEP> Add spices according to your liking and mix well.
<STEP> Simmer on low flame until the curry thickens nicely.
<STEP> Serve hot with rice or roti.
<END>"
paneer mint yogurt garlic,Tandoori Paneer,"### CONTEXT
Ingredients: paneer, mint, yogurt, garlic

### ANSWER
<RECIPE_NAME> Tandoori Paneer
<STEP> Marinate paneer with mint, yogurt and garlic thoroughly.
<STEP> Coat the mixture well so paneer absorbs all flavors.
<STEP> Add spices according to your liking and mix again.
<STEP> Let the marinated paneer rest for better flavor.
<STEP> Cook in oven or tandoor until edges become slightly charred.
<STEP> Brush with butter and roast briefly again.
<STEP> Serve hot with mint and lemon.
<END>"
